orden_despliegue,codigo,municipio,criterio_valor,anio_objetivo_despliegue
297,746,A746,6624000.0,1
298,747,A747,6624000.0,1
299,748,A748,6624000.0,1
300,749,A749,6624000.0,1
301,501,A501,3979200.0,1
302,502,A502,3979200.0,1
303,503,A503,3979200.0,1
304,504,A504,3979200.0,1
305,505,A505,3979200.0,1
306,506,A506,3979200.0,1
307,507,A507,3979200.0,1
308,508,A508,3979200.0,1
309,509,A509,3979200.0,1
310,510,A510,3979200.0,1
311,511,A511,3979200.0,1
312,512,A512,3979200.0,1
313,513,A513,3979200.0,1
314,514,A514,3979200.0,1
315,515,A515,3979200.0,1
316,516,A516,3979200.0,1
317,517,A517,3979200.0,1
318,518,A518,3979200.0,1
319,519,A519,3979200.0,1
320,520,A520,3979200.0,1
321,521,A521,3979200.0,1
322,522,A522,3979200.0,1
323,523,A523,3979200.0,1
324,524,A524,3979200.0,1
325,525,A525,3979200.0,1
326,526,A526,3979200.0,1
327,527,A527,3979200.0,1
328,528,A528,3979200.0,1
329,529,A529,3979200.0,1
330,530,A530,3979200.0,1
331,531,A531,3979200.0,1
332,532,A532,3979200.0,1
333,533,A533,3979200.0,1
334,534,A534,3979200.0,1
335,535,A535,3979200.0,1
336,536,A536,3979200.0,1
337,537,A537,3979200.0,1
338,538,A538,3979200.0,1
339,539,A539,3979200.0,1
340,540,A540,3979200.0,1
341,541,A541,3979200.0,1
342,542,A542,3979200.0,1
343,543,A543,3979200.0,1
344,544,A544,3979200.0,1
345,545,A545,3979200.0,1
346,546,A546,3979200.0,1
347,547,A547,3979200.0,1
348,548,A548,3979200.0,1
349,549,A549,3979200.0,1
350,550,A550,3979200.0,1
351,551,A551,3979200.0,1
352,552,A552,3979200.0,1
353,553,A553,3979200.0,1
354,554,A554,3979200.0,1
355,555,A555,3979200.0,1
356,556,A556,3979200.0,1
357,557,A557,3979200.0,1
358,558,A558,3979200.0,1
359,559,A559,3979200.0,1
360,560,A560,3979200.0,1
361,561,A561,3979200.0,1
362,562,A562,3979200.0,1
363,563,A563,3979200.0,1
364,564,A564,3979200.0,1
365,565,A565,3979200.0,1
366,566,A566,3979200.0,1
367,567,A567,3979200.0,1
368,568,A568,3979200.0,1
369,569,A569,3979200.0,1
370,570,A570,3979200.0,1
371,571,A571,3979200.0,1
372,572,A572,3979200.0,1
373,573,A573,3979200.0,1
374,574,A574,3979200.0,1
375,575,A575,3979200.0,1
376,576,A576,3979200.0,1
377,577,A577,3979200.0,1
378,578,A578,3979200.0,1
379,579,A579,3979200.0,1
380,580,A580,3979200.0,1
381,581,A581,3979200.0,1
382,582,A582,3979200.0,1
383,583,A583,3979200.0,1
384,584,A584,3979200.0,1
385,585,A585,3979200.0,1
386,586,A586,3979200.0,1
387,587,A587,3979200.0,1
388,588,A588,3979200.0,1
389,589,A589,3979200.0,1
390,590,A590,3979200.0,1
391,591,A591,3979200.0,1
392,592,A592,3979200.0,1
393,593,A593,3979200.0,1
394,594,A594,3979200.0,1
395,595,A595,3979200.0,1
396,596,A596,3979200.0,1
397,597,A597,3979200.0,1
398,598,A598,3979200.0,1
399,599,A599,3979200.0,1
400,600,A600,3979200.0,1
401,300,A300,1334400.0,2
402,301,A301,1334400.0,2
403,302,A302,1334400.0,2
404,303,A303,1334400.0,2
405,304,A304,1334400.0,2
406,305,A305,1334400.0,2
407,306,A306,1334400.0,2
408,307,A307,1334400.0,2
409,308,A308,1334400.0,2
410,309,A309,1334400.0,2
411,310,A310,1334400.0,2
412,311,A311,1334400.0,2
413,312,A312,1334400.0,2
414,313,A313,1334400.0,2
415,314,A314,1334400.0,2
416,315,A315,1334400.0,2
417,316,A316,1334400.0,2
418,317,A317,1334400.0,2
419,318,A318,1334400.0,2
420,319,A319,1334400.0,2
421,320,A320,1334400.0,2
422,321,A321,1334400.0,2
423,322,A322,1334400.0,2
424,323,A323,1334400.0,2
425,324,A324,1334400.0,2
426,325,A325,1334400.0,2
427,326,A326,1334400.0,2
428,327,A327,1334400.0,2
429,328,A328,1334400.0,2
430,329,A329,1334400.0,2
431,330,A330,1334400.0,2
432,331,A331,1334400.0,2
433,332,A332,1334400.0,2
434,333,A333,1334400.0,2
435,334,A334,1334400.0,2
436,335,A335,1334400.0,2
437,336,A336,1334400.0,2
438,337,A337,1334400.0,2
439,338,A338,1334400.0,2
440,339,A339,1334400.0,2
441,340,A340,1334400.0,2
442,341,A341,1334400.0,2
443,342,A342,1334400.0,2
444,343,A343,1334400.0,2
445,344,A344,1334400.0,2
446,345,A345,1334400.0,2
447,346,A346,1334400.0,2
448,347,A347,1334400.0,2
449,348,A348,1334400.0,2
450,349,A349,1334400.0,2
451,350,A350,1334400.0,2
452,351,A351,1334400.0,2
453,352,A352,1334400.0,2
454,353,A353,1334400.0,2
455,354,A354,1334400.0,2
456,355,A355,1334400.0,2
457,356,A356,1334400.0,2
458,357,A357,1334400.0,2
459,358,A358,1334400.0,2
460,359,A359,1334400.0,2
461,360,A360,1334400.0,2
462,361,A361,1334400.0,2
463,362,A362,1334400.0,2
464,363,A363,1334400.0,2
465,364,A364,1334400.0,2
466,365,A365,1334400.0,2
467,366,A366,1334400.0,2
468,367,A367,1334400.0,2
469,368,A368,1334400.0,2
470,369,A369,1334400.0,2
471,370,A370,1334400.0,2
472,371,A371,1334400.0,2
473,372,A372,1334400.0,2
474,373,A373,1334400.0,2
475,374,A374,1334400.0,2
476,375,A375,1334400.0,2
477,376,A376,1334400.0,2
478,377,A377,1334400.0,2
479,378,A378,1334400.0,2
480,379,A379,1334400.0,2
481,380,A380,1334400.0,2
482,381,A381,1334400.0,2
483,382,A382,1334400.0,2
484,383,A383,1334400.0,2
485,384,A384,1334400.0,2
486,385,A385,1334400.0,2
487,386,A386,1334400.0,2
488,387,A387,1334400.0,2
489,388,A388,1334400.0,2
490,389,A389,1334400.0,2
491,390,A390,1334400.0,2
492,391,A391,1334400.0,2
493,392,A392,1334400.0,2
494,393,A393,1334400.0,2
495,394,A394,1334400.0,2
496,395,A395,1334400.0,2
497,396,A396,1334400.0,2
498,397,A397,1334400.0,2
499,398,A398,1334400.0,2
500,399,A399,1334400.0,2
501,400,A400,1334400.0,2
502,401,A401,1334400.0,2
503,402,A402,1334400.0,2
504,403,A403,1334400.0,2
505,404,A404,1334400.0,2
506,405,A405,1334400.0,2
507,406,A406,1334400.0,2
508,407,A407,1334400.0,2
509,408,A408,1334400.0,2
510,409,A409,1334400.0,2
511,410,A410,1334400.0,2
512,411,A411,1334400.0,2
513,412,A412,1334400.0,2
514,413,A413,1334400.0,2
515,414,A414,1334400.0,2
516,415,A415,1334400.0,2
517,416,A416,1334400.0,2
518,417,A417,1334400.0,2
519,418,A418,1334400.0,2
520,419,A419,1334400.0,2
521,420,A420,1334400.0,2
522,421,A421,1334400.0,2
523,422,A422,1334400.0,2
524,423,A423,1334400.0,2
525,424,A424,1334400.0,2
526,425,A425,1334400.0,2
527,426,A426,1334400.0,2
528,427,A427,1334400.0,2
529,428,A428,1334400.0,2
530,429,A429,1334400.0,2
531,430,A430,1334400.0,2
532,431,A431,1334400.0,2
533,432,A432,1334400.0,2
534,433,A433,1334400.0,2
535,434,A434,1334400.0,2
536,435,A435,1334400.0,2
537,436,A436,1334400.0,2
538,437,A437,1334400.0,2
539,438,A438,1334400.0,2
540,439,A439,1334400.0,2
541,440,A440,1334400.0,2
542,441,A441,1334400.0,2
543,442,A442,1334400.0,2
544,443,A443,1334400.0,2
545,444,A444,1334400.0,2
546,445,A445,1334400.0,2
547,446,A446,1334400.0,2
548,447,A447,1334400.0,2
549,448,A448,1334400.0,2
550,449,A449,1334400.0,2
551,450,A450,1334400.0,2
552,451,A451,1334400.0,2
553,452,A452,1334400.0,2
554,453,A453,1334400.0,2
555,454,A454,1334400.0,2
556,455,A455,1334400.0,2
557,456,A456,1334400.0,2
558,457,A457,1334400.0,2
559,458,A458,1334400.0,2
560,459,A459,1334400.0,2
561,460,A460,1334400.0,2
562,461,A461,1334400.0,2
563,462,A462,1334400.0,2
564,463,A463,1334400.0,2
565,464,A464,1334400.0,2
566,465,A465,1334400.0,2
567,466,A466,1334400.0,2
568,467,A467,1334400.0,2
569,468,A468,1334400.0,2
570,469,A469,1334400.0,2
571,470,A470,1334400.0,2
572,471,A471,1334400.0,2
573,472,A472,1334400.0,2
574,473,A473,1334400.0,2
575,474,A474,1334400.0,2
576,475,A475,1334400.0,2
577,476,A476,1334400.0,2
578,477,A477,1334400.0,2
579,478,A478,1334400.0,2
580,479,A479,1334400.0,2
581,480,A480,1334400.0,2
582,481,A481,1334400.0,2
583,482,A482,1334400.0,2
584,483,A483,1334400.0,2
585,484,A484,1334400.0,2
586,485,A485,1334400.0,2
587,486,A486,1334400.0,2
588,487,A487,1334400.0,2
589,488,A488,1334400.0,2
590,489,A489,1334400.0,2
591,490,A490,1334400.0,2
592,491,A491,1334400.0,2
593,492,A492,1334400.0,2
594,493,A493,1334400.0,2
595,494,A494,1334400.0,2
596,495,A495,1334400.0,2
597,496,A496,1334400.0,2
598,497,A497,1334400.0,2
599,498,A498,1334400.0,2
600,499,A499,1334400.0,2
601,500,A500,1334400.0,2
602,200,A200,667200.0,2
603,201,A201,667200.0,2
604,202,A202,667200.0,2
605,203,A203,667200.0,2
606,204,A204,667200.0,2
607,205,A205,667200.0,2
608,206,A206,667200.0,2
609,207,A207,667200.0,2
610,208,A208,667200.0,2
611,209,A209,667200.0,2
612,210,A210,667200.0,2
613,211,A211,667200.0,2
614,212,A212,667200.0,2
615,213,A213,667200.0,2
616,214,A214,667200.0,2
617,215,A215,667200.0,2
618,216,A216,667200.0,2
619,217,A217,667200.0,2
620,218,A218,667200.0,2
621,219,A219,667200.0,2
622,220,A220,667200.0,2
623,221,A221,667200.0,2
624,222,A222,667200.0,2
625,223,A223,667200.0,2
626,224,A224,667200.0,2
627,225,A225,667200.0,2
628,226,A226,667200.0,2
629,227,A227,667200.0,2
630,228,A228,667200.0,2
631,229,A229,667200.0,2
632,230,A230,667200.0,2
633,231,A231,667200.0,2
634,232,A232,667200.0,2
635,233,A233,667200.0,2
636,234,A234,667200.0,2
637,235,A235,667200.0,2
638,236,A236,667200.0,2
639,237,A237,667200.0,2
640,238,A238,667200.0,2
641,239,A239,667200.0,2
642,240,A240,667200.0,2
643,241,A241,667200.0,2
644,242,A242,667200.0,2
645,243,A243,667200.0,2
646,244,A244,667200.0,2
647,245,A245,667200.0,2
648,246,A246,667200.0,2
649,247,A247,667200.0,2
650,248,A248,667200.0,2
651,249,A249,667200.0,2
652,250,A250,667200.0,2
653,251,A251,667200.0,2
654,252,A252,667200.0,2
655,253,A253,667200.0,2
656,254,A254,667200.0,2
657,255,A255,667200.0,2
658,256,A256,667200.0,2
659,257,A257,667200.0,2
660,258,A258,667200.0,2
661,259,A259,667200.0,2
662,260,A260,667200.0,2
663,261,A261,667200.0,2
664,262,A262,667200.0,2
665,263,A263,667200.0,2
666,264,A264,667200.0,2
667,265,A265,667200.0,2
668,266,A266,667200.0,2
669,267,A267,667200.0,2
670,268,A268,667200.0,2
671,269,A269,667200.0,2
672,270,A270,667200.0,2
673,271,A271,667200.0,2
674,272,A272,667200.0,2
675,273,A273,667200.0,2
676,274,A274,667200.0,2
677,275,A275,667200.0,2
678,276,A276,667200.0,2
679,277,A277,667200.0,2
680,278,A278,667200.0,2
681,279,A279,667200.0,2
682,280,A280,667200.0,2
683,281,A281,667200.0,2
684,282,A282,667200.0,2
685,283,A283,667200.0,2
686,284,A284,667200.0,2
687,285,A285,667200.0,2
688,286,A286,667200.0,2
689,287,A287,667200.0,2
690,288,A288,667200.0,2
691,289,A289,667200.0,2
692,290,A290,667200.0,2
693,291,A291,667200.0,2
694,292,A292,667200.0,2
695,293,A293,667200.0,2
696,294,A294,667200.0,2
697,295,A295,667200.0,2
698,296,A296,667200.0,2
699,297,A297,667200.0,2
700,298,A298,667200.0,2
701,299,A299,667200.0,2
702,101,A101,131040.0,2
703,102,A102,131040.0,2
704,103,A103,131040.0,2
705,104,A104,131040.0,2
706,105,A105,131040.0,2
707,106,A106,131040.0,2
708,107,A107,131040.0,2
709,108,A108,131040.0,2
710,109,A109,131040.0,2
711,110,A110,131040.0,2
712,111,A111,131040.0,2
713,112,A112,131040.0,2
714,113,A113,131040.0,2
715,114,A114,131040.0,2
716,115,A115,131040.0,2
717,116,A116,131040.0,2
718,117,A117,131040.0,2
719,118,A118,131040.0,2
720,119,A119,131040.0,2
721,120,A120,131040.0,2
722,121,A121,131040.0,2
723,122,A122,131040.0,2
724,123,A123,131040.0,2
725,124,A124,131040.0,2
726,125,A125,131040.0,2
727,126,A126,131040.0,2
728,127,A127,131040.0,2
729,128,A128,131040.0,2
730,129,A129,131040.0,2
731,130,A130,131040.0,2
732,131,A131,131040.0,2
733,132,A132,131040.0,2
734,133,A133,131040.0,2
735,134,A134,131040.0,2
736,135,A135,131040.0,2
737,136,A136,131040.0,2
738,137,A137,131040.0,2
739,138,A138,131040.0,2
740,139,A139,131040.0,2
741,140,A140,131040.0,2
742,141,A141,131040.0,2
743,142,A142,131040.0,2
744,143,A143,131040.0,2
745,144,A144,131040.0,2
746,145,A145,131040.0,2
747,146,A146,131040.0,2
748,147,A147,131040.0,2
749,148,A148,131040.0,2
750,149,A149,131040.0,2
751,150,A150,131040.0,2
752,151,A151,131040.0,2
753,152,A152,131040.0,2
754,153,A153,131040.0,2
755,154,A154,131040.0,2
756,155,A155,131040.0,2
757,156,A156,131040.0,2
758,157,A157,131040.0,2
759,158,A158,131040.0,2
760,159,A159,131040.0,2
761,160,A160,131040.0,2
762,161,A161,131040.0,2
763,162,A162,131040.0,2
764,163,A163,131040.0,2
765,164,A164,131040.0,2
766,165,A165,131040.0,2
767,166,A166,131040.0,2
768,167,A167,131040.0,2
769,168,A168,131040.0,2
770,169,A169,131040.0,2
771,170,A170,131040.0,2
772,171,A171,131040.0,2
773,172,A172,131040.0,2
774,173,A173,131040.0,2
775,174,A174,131040.0,2
776,175,A175,131040.0,2
777,176,A176,131040.0,2
778,177,A177,131040.0,2
779,178,A178,131040.0,2
780,179,A179,131040.0,2
781,180,A180,131040.0,2
782,181,A181,131040.0,2
783,182,A182,131040.0,2
784,183,A183,131040.0,2
785,184,A184,131040.0,2
786,185,A185,131040.0,2
787,186,A186,131040.0,2
788,187,A187,131040.0,2
789,188,A188,131040.0,2
790,189,A189,131040.0,2
791,190,A190,131040.0,2
792,191,A191,131040.0,2
793,192,A192,131040.0,2
794,193,A193,131040.0,2
795,194,A194,131040.0,2
796,195,A195,131040.0,2
797,196,A196,131040.0,2
798,197,A197,131040.0,2
799,198,A198,131040.0,2
800,199,A199,131040.0,2
801,1,A1,65520.0,3
802,2,A2,65520.0,3
803,3,A3,65520.0,3
804,4,A4,65520.0,3
805,5,A5,65520.0,3
806,6,A6,65520.0,3
807,7,A7,65520.0,3
808,8,A8,65520.0,3
809,9,A9,65520.0,3
810,10,A10,65520.0,3
811,11,A11,65520.0,3
812,12,A12,65520.0,3
813,13,A13,65520.0,3
814,14,A14,65520.0,3
815,15,A15,65520.0,3
816,16,A16,65520.0,3
817,17,A17,65520.0,3
818,18,A18,65520.0,3
819,19,A19,65520.0,3
820,20,A20,65520.0,3
821,21,A21,65520.0,3
822,22,A22,65520.0,3
823,23,A23,65520.0,3
824,24,A24,65520.0,3
825,25,A25,65520.0,3
826,26,A26,65520.0,3
827,27,A27,65520.0,3
828,28,A28,65520.0,3
829,29,A29,65520.0,3
830,30,A30,65520.0,3
831,31,A31,65520.0,3
832,32,A32,65520.0,3
833,33,A33,65520.0,3
834,34,A34,65520.0,3
835,35,A35,65520.0,3
836,36,A36,65520.0,3
837,37,A37,65520.0,3
838,38,A38,65520.0,3
839,39,A39,65520.0,3
840,40,A40,65520.0,3
841,41,A41,65520.0,3
842,42,A42,65520.0,3
843,43,A43,65520.0,3
844,44,A44,65520.0,3
845,45,A45,65520.0,3
846,46,A46,65520.0,3
847,47,A47,65520.0,3
848,48,A48,65520.0,3
849,49,A49,65520.0,3
850,50,A50,65520.0,3
851,51,A51,65520.0,3
852,52,A52,65520.0,3
853,53,A53,65520.0,3
854,54,A54,65520.0,3
855,55,A55,65520.0,3
856,56,A56,65520.0,3
857,57,A57,65520.0,3
858,58,A58,65520.0,3
859,59,A59,65520.0,3
860,60,A60,65520.0,3
861,61,A61,65520.0,3
862,62,A62,65520.0,3
863,63,A63,65520.0,3
864,64,A64,65520.0,3
865,65,A65,65520.0,3
866,66,A66,65520.0,3
867,67,A67,65520.0,3
868,68,A68,65520.0,3
869,69,A69,65520.0,3
870,70,A70,65520.0,3
871,71,A71,65520.0,3
872,72,A72,65520.0,3
873,73,A73,65520.0,3
874,74,A74,65520.0,3
875,75,A75,65520.0,3
876,76,A76,65520.0,3
877,77,A77,65520.0,3
878,78,A78,65520.0,3
879,79,A79,65520.0,3
880,80,A80,65520.0,3
881,81,A81,65520.0,3
882,82,A82,65520.0,3
883,83,A83,65520.0,3
884,84,A84,65520.0,3
885,85,A85,65520.0,3
886,86,A86,65520.0,3
887,87,A87,65520.0,3
888,88,A88,65520.0,3
889,89,A89,65520.0,3
890,90,A90,65520.0,3
891,91,A91,65520.0,3
892,92,A92,65520.0,3
893,93,A93,65520.0,3
894,94,A94,65520.0,3
895,95,A95,65520.0,3
896,96,A96,65520.0,3
897,97,A97,65520.0,3
898,98,A98,65520.0,3
899,99,A99,65520.0,3
900,100,A100,65520.0,3
