orden_despliegue,codigo,municipio,criterio_valor,anio_objetivo_despliegue
408,307,A307,1586400.0,2
409,308,A308,1586400.0,2
410,309,A309,1586400.0,2
411,310,A310,1586400.0,2
412,311,A311,1586400.0,2
413,312,A312,1586400.0,2
414,313,A313,1586400.0,2
415,314,A314,1586400.0,2
416,315,A315,1586400.0,2
417,316,A316,1586400.0,2
418,317,A317,1586400.0,2
419,318,A318,1586400.0,2
420,319,A319,1586400.0,2
421,320,A320,1586400.0,2
422,321,A321,1586400.0,2
423,322,A322,1586400.0,2
424,323,A323,1586400.0,2
425,324,A324,1586400.0,2
426,325,A325,1586400.0,2
427,326,A326,1586400.0,2
428,327,A327,1586400.0,2
429,328,A328,1586400.0,2
430,329,A329,1586400.0,2
431,330,A330,1586400.0,2
432,331,A331,1586400.0,2
433,332,A332,1586400.0,2
434,333,A333,1586400.0,2
435,334,A334,1586400.0,2
436,335,A335,1586400.0,2
437,336,A336,1586400.0,2
438,337,A337,1586400.0,2
439,338,A338,1586400.0,2
440,339,A339,1586400.0,2
441,340,A340,1586400.0,2
442,341,A341,1586400.0,2
443,342,A342,1586400.0,2
444,343,A343,1586400.0,2
445,344,A344,1586400.0,2
446,345,A345,1586400.0,2
447,346,A346,1586400.0,2
448,347,A347,1586400.0,2
449,348,A348,1586400.0,2
450,349,A349,1586400.0,2
451,350,A350,1586400.0,2
452,351,A351,1586400.0,2
453,352,A352,1586400.0,2
454,353,A353,1586400.0,2
455,354,A354,1586400.0,2
456,355,A355,1586400.0,2
457,356,A356,1586400.0,2
458,357,A357,1586400.0,2
459,358,A358,1586400.0,2
460,359,A359,1586400.0,2
461,360,A360,1586400.0,2
462,361,A361,1586400.0,2
463,362,A362,1586400.0,2
464,363,A363,1586400.0,2
465,364,A364,1586400.0,2
466,365,A365,1586400.0,2
467,366,A366,1586400.0,2
468,367,A367,1586400.0,2
469,368,A368,1586400.0,2
470,369,A369,1586400.0,2
471,370,A370,1586400.0,2
472,371,A371,1586400.0,2
473,372,A372,1586400.0,2
474,373,A373,1586400.0,2
475,374,A374,1586400.0,2
476,375,A375,1586400.0,2
477,376,A376,1586400.0,2
478,377,A377,1586400.0,2
479,378,A378,1586400.0,2
480,379,A379,1586400.0,2
481,380,A380,1586400.0,2
482,381,A381,1586400.0,2
483,382,A382,1586400.0,2
484,383,A383,1586400.0,2
485,384,A384,1586400.0,2
486,385,A385,1586400.0,2
487,386,A386,1586400.0,2
488,387,A387,1586400.0,2
489,388,A388,1586400.0,2
490,389,A389,1586400.0,2
491,390,A390,1586400.0,2
492,391,A391,1586400.0,2
493,392,A392,1586400.0,2
494,393,A393,1586400.0,2
495,394,A394,1586400.0,2
496,395,A395,1586400.0,2
497,396,A396,1586400.0,2
498,397,A397,1586400.0,2
499,398,A398,1586400.0,2
500,399,A399,1586400.0,2
501,400,A400,1586400.0,2
502,401,A401,1586400.0,2
503,402,A402,1586400.0,2
504,403,A403,1586400.0,2
505,404,A404,1586400.0,2
506,405,A405,1586400.0,2
507,406,A406,1586400.0,2
508,407,A407,1586400.0,2
509,408,A408,1586400.0,2
510,409,A409,1586400.0,2
511,410,A410,1586400.0,2
512,411,A411,1586400.0,2
513,412,A412,1586400.0,2
514,413,A413,1586400.0,2
515,414,A414,1586400.0,2
516,415,A415,1586400.0,2
517,416,A416,1586400.0,2
518,417,A417,1586400.0,2
519,418,A418,1586400.0,2
520,419,A419,1586400.0,2
521,420,A420,1586400.0,2
522,421,A421,1586400.0,2
523,422,A422,1586400.0,2
524,423,A423,1586400.0,2
525,424,A424,1586400.0,2
526,425,A425,1586400.0,2
527,426,A426,1586400.0,2
528,427,A427,1586400.0,2
529,428,A428,1586400.0,2
530,429,A429,1586400.0,2
531,430,A430,1586400.0,2
532,431,A431,1586400.0,2
533,432,A432,1586400.0,2
534,433,A433,1586400.0,2
535,434,A434,1586400.0,2
536,435,A435,1586400.0,2
537,436,A436,1586400.0,2
538,437,A437,1586400.0,2
539,438,A438,1586400.0,2
540,439,A439,1586400.0,2
541,440,A440,1586400.0,2
542,441,A441,1586400.0,2
543,442,A442,1586400.0,2
544,443,A443,1586400.0,2
545,444,A444,1586400.0,2
546,445,A445,1586400.0,2
547,446,A446,1586400.0,2
548,447,A447,1586400.0,2
549,448,A448,1586400.0,2
550,449,A449,1586400.0,2
551,450,A450,1586400.0,2
552,451,A451,1586400.0,2
553,452,A452,1586400.0,2
554,453,A453,1586400.0,2
555,454,A454,1586400.0,2
556,455,A455,1586400.0,2
557,456,A456,1586400.0,2
558,457,A457,1586400.0,2
559,458,A458,1586400.0,2
560,459,A459,1586400.0,2
561,460,A460,1586400.0,2
562,461,A461,1586400.0,2
563,462,A462,1586400.0,2
564,463,A463,1586400.0,2
565,464,A464,1586400.0,2
566,465,A465,1586400.0,2
567,466,A466,1586400.0,2
568,467,A467,1586400.0,2
569,468,A468,1586400.0,2
570,469,A469,1586400.0,2
571,470,A470,1586400.0,2
572,471,A471,1586400.0,2
573,472,A472,1586400.0,2
574,473,A473,1586400.0,2
575,474,A474,1586400.0,2
576,475,A475,1586400.0,2
577,476,A476,1586400.0,2
578,477,A477,1586400.0,2
579,478,A478,1586400.0,2
580,479,A479,1586400.0,2
581,480,A480,1586400.0,2
582,481,A481,1586400.0,2
583,482,A482,1586400.0,2
584,483,A483,1586400.0,2
585,484,A484,1586400.0,2
586,485,A485,1586400.0,2
587,486,A486,1586400.0,2
588,487,A487,1586400.0,2
589,488,A488,1586400.0,2
590,489,A489,1586400.0,2
591,490,A490,1586400.0,2
592,491,A491,1586400.0,2
593,492,A492,1586400.0,2
594,493,A493,1586400.0,2
595,494,A494,1586400.0,2
596,495,A495,1586400.0,2
597,496,A496,1586400.0,2
598,497,A497,1586400.0,2
599,498,A498,1586400.0,2
600,499,A499,1586400.0,2
601,500,A500,1586400.0,2
602,200,A200,793200.0,2
603,201,A201,793200.0,2
604,202,A202,793200.0,2
605,203,A203,793200.0,2
606,204,A204,793200.0,2
607,205,A205,793200.0,2
608,206,A206,793200.0,2
609,207,A207,793200.0,2
610,208,A208,793200.0,2
611,209,A209,793200.0,2
612,210,A210,793200.0,2
613,211,A211,793200.0,2
614,212,A212,793200.0,2
615,213,A213,793200.0,2
616,214,A214,793200.0,2
617,215,A215,793200.0,2
618,216,A216,793200.0,2
619,217,A217,793200.0,2
620,218,A218,793200.0,2
621,219,A219,793200.0,2
622,220,A220,793200.0,2
623,221,A221,793200.0,2
624,222,A222,793200.0,2
625,223,A223,793200.0,2
626,224,A224,793200.0,2
627,225,A225,793200.0,2
628,226,A226,793200.0,2
629,227,A227,793200.0,2
630,228,A228,793200.0,2
631,229,A229,793200.0,2
632,230,A230,793200.0,2
633,231,A231,793200.0,2
634,232,A232,793200.0,2
635,233,A233,793200.0,2
636,234,A234,793200.0,2
637,235,A235,793200.0,2
638,236,A236,793200.0,2
639,237,A237,793200.0,2
640,238,A238,793200.0,2
641,239,A239,793200.0,2
642,240,A240,793200.0,2
643,241,A241,793200.0,2
644,242,A242,793200.0,2
645,243,A243,793200.0,2
646,244,A244,793200.0,2
647,245,A245,793200.0,2
648,246,A246,793200.0,2
649,247,A247,793200.0,2
650,248,A248,793200.0,2
651,249,A249,793200.0,2
652,250,A250,793200.0,2
653,251,A251,793200.0,2
654,252,A252,793200.0,2
655,253,A253,793200.0,2
656,254,A254,793200.0,2
657,255,A255,793200.0,2
658,256,A256,793200.0,2
659,257,A257,793200.0,2
660,258,A258,793200.0,2
661,259,A259,793200.0,2
662,260,A260,793200.0,2
663,261,A261,793200.0,2
664,262,A262,793200.0,2
665,263,A263,793200.0,2
666,264,A264,793200.0,2
667,265,A265,793200.0,2
668,266,A266,793200.0,2
669,267,A267,793200.0,2
670,268,A268,793200.0,2
671,269,A269,793200.0,2
672,270,A270,793200.0,2
673,271,A271,793200.0,2
674,272,A272,793200.0,2
675,273,A273,793200.0,2
676,274,A274,793200.0,2
677,275,A275,793200.0,2
678,276,A276,793200.0,2
679,277,A277,793200.0,2
680,278,A278,793200.0,2
681,279,A279,793200.0,2
682,280,A280,793200.0,2
683,281,A281,793200.0,2
684,282,A282,793200.0,2
685,283,A283,793200.0,2
686,284,A284,793200.0,2
687,285,A285,793200.0,2
688,286,A286,793200.0,2
689,287,A287,793200.0,2
690,288,A288,793200.0,2
691,289,A289,793200.0,2
692,290,A290,793200.0,2
693,291,A291,793200.0,2
694,292,A292,793200.0,2
695,293,A293,793200.0,2
696,294,A294,793200.0,2
697,295,A295,793200.0,2
698,296,A296,793200.0,2
699,297,A297,793200.0,2
700,298,A298,793200.0,2
701,299,A299,793200.0,2
702,101,A101,156240.0,2
703,102,A102,156240.0,2
704,103,A103,156240.0,2
705,104,A104,156240.0,2
706,105,A105,156240.0,2
707,106,A106,156240.0,2
708,107,A107,156240.0,2
709,108,A108,156240.0,2
710,109,A109,156240.0,2
711,110,A110,156240.0,2
712,111,A111,156240.0,2
713,112,A112,156240.0,2
714,113,A113,156240.0,2
715,114,A114,156240.0,2
716,115,A115,156240.0,2
717,116,A116,156240.0,2
718,117,A117,156240.0,2
719,118,A118,156240.0,2
720,119,A119,156240.0,2
721,120,A120,156240.0,2
722,121,A121,156240.0,2
723,122,A122,156240.0,2
724,123,A123,156240.0,2
725,124,A124,156240.0,2
726,125,A125,156240.0,2
727,126,A126,156240.0,2
728,127,A127,156240.0,2
729,128,A128,156240.0,2
730,129,A129,156240.0,2
731,130,A130,156240.0,2
732,131,A131,156240.0,2
733,132,A132,156240.0,2
734,133,A133,156240.0,2
735,134,A134,156240.0,2
736,135,A135,156240.0,2
737,136,A136,156240.0,2
738,137,A137,156240.0,2
739,138,A138,156240.0,2
740,139,A139,156240.0,2
741,140,A140,156240.0,2
742,141,A141,156240.0,2
743,142,A142,156240.0,2
744,143,A143,156240.0,2
745,144,A144,156240.0,2
746,145,A145,156240.0,2
747,146,A146,156240.0,2
748,147,A147,156240.0,2
749,148,A148,156240.0,2
750,149,A149,156240.0,2
751,150,A150,156240.0,2
752,151,A151,156240.0,2
753,152,A152,156240.0,2
754,153,A153,156240.0,2
755,154,A154,156240.0,2
756,155,A155,156240.0,2
757,156,A156,156240.0,2
758,157,A157,156240.0,2
759,158,A158,156240.0,2
760,159,A159,156240.0,2
761,160,A160,156240.0,2
762,161,A161,156240.0,2
763,162,A162,156240.0,2
764,163,A163,156240.0,2
765,164,A164,156240.0,2
766,165,A165,156240.0,2
767,166,A166,156240.0,2
768,167,A167,156240.0,2
769,168,A168,156240.0,2
770,169,A169,156240.0,2
771,170,A170,156240.0,2
772,171,A171,156240.0,2
773,172,A172,156240.0,2
774,173,A173,156240.0,2
775,174,A174,156240.0,2
776,175,A175,156240.0,2
777,176,A176,156240.0,2
778,177,A177,156240.0,2
779,178,A178,156240.0,2
780,179,A179,156240.0,2
781,180,A180,156240.0,2
782,181,A181,156240.0,2
783,182,A182,156240.0,2
784,183,A183,156240.0,2
785,184,A184,156240.0,2
786,185,A185,156240.0,2
787,186,A186,156240.0,2
788,187,A187,156240.0,2
789,188,A188,156240.0,2
790,189,A189,156240.0,2
791,190,A190,156240.0,2
792,191,A191,156240.0,2
793,192,A192,156240.0,2
794,193,A193,156240.0,2
795,194,A194,156240.0,2
796,195,A195,156240.0,2
797,196,A196,156240.0,2
798,197,A197,156240.0,2
799,198,A198,156240.0,2
800,199,A199,156240.0,2
801,1,A1,78120.0,3
802,2,A2,78120.0,3
803,3,A3,78120.0,3
804,4,A4,78120.0,3
805,5,A5,78120.0,3
806,6,A6,78120.0,3
807,7,A7,78120.0,3
808,8,A8,78120.0,3
809,9,A9,78120.0,3
810,10,A10,78120.0,3
811,11,A11,78120.0,3
812,12,A12,78120.0,3
813,13,A13,78120.0,3
814,14,A14,78120.0,3
815,15,A15,78120.0,3
816,16,A16,78120.0,3
817,17,A17,78120.0,3
818,18,A18,78120.0,3
819,19,A19,78120.0,3
820,20,A20,78120.0,3
821,21,A21,78120.0,3
822,22,A22,78120.0,3
823,23,A23,78120.0,3
824,24,A24,78120.0,3
825,25,A25,78120.0,3
826,26,A26,78120.0,3
827,27,A27,78120.0,3
828,28,A28,78120.0,3
829,29,A29,78120.0,3
830,30,A30,78120.0,3
831,31,A31,78120.0,3
832,32,A32,78120.0,3
833,33,A33,78120.0,3
834,34,A34,78120.0,3
835,35,A35,78120.0,3
836,36,A36,78120.0,3
837,37,A37,78120.0,3
838,38,A38,78120.0,3
839,39,A39,78120.0,3
840,40,A40,78120.0,3
841,41,A41,78120.0,3
842,42,A42,78120.0,3
843,43,A43,78120.0,3
844,44,A44,78120.0,3
845,45,A45,78120.0,3
846,46,A46,78120.0,3
847,47,A47,78120.0,3
848,48,A48,78120.0,3
849,49,A49,78120.0,3
850,50,A50,78120.0,3
851,51,A51,78120.0,3
852,52,A52,78120.0,3
853,53,A53,78120.0,3
854,54,A54,78120.0,3
855,55,A55,78120.0,3
856,56,A56,78120.0,3
857,57,A57,78120.0,3
858,58,A58,78120.0,3
859,59,A59,78120.0,3
860,60,A60,78120.0,3
861,61,A61,78120.0,3
862,62,A62,78120.0,3
863,63,A63,78120.0,3
864,64,A64,78120.0,3
865,65,A65,78120.0,3
866,66,A66,78120.0,3
867,67,A67,78120.0,3
868,68,A68,78120.0,3
869,69,A69,78120.0,3
870,70,A70,78120.0,3
871,71,A71,78120.0,3
872,72,A72,78120.0,3
873,73,A73,78120.0,3
874,74,A74,78120.0,3
875,75,A75,78120.0,3
876,76,A76,78120.0,3
877,77,A77,78120.0,3
878,78,A78,78120.0,3
879,79,A79,78120.0,3
880,80,A80,78120.0,3
881,81,A81,78120.0,3
882,82,A82,78120.0,3
883,83,A83,78120.0,3
884,84,A84,78120.0,3
885,85,A85,78120.0,3
886,86,A86,78120.0,3
887,87,A87,78120.0,3
888,88,A88,78120.0,3
889,89,A89,78120.0,3
890,90,A90,78120.0,3
891,91,A91,78120.0,3
892,92,A92,78120.0,3
893,93,A93,78120.0,3
894,94,A94,78120.0,3
895,95,A95,78120.0,3
896,96,A96,78120.0,3
897,97,A97,78120.0,3
898,98,A98,78120.0,3
899,99,A99,78120.0,3
900,100,A100,78120.0,3
